timestamp,voter,votingPowerCastForGauge,percentageOfTotalVotingPower,ionDistribution,ionDistributionParsed,votesCast,totalVotingPowerInGauge,numVotes,tx
1734570071,0xA10E51497b4B471dE5cC80beCf8ecB3c22cCd8dD,558289358034358243598872,0.0010148404026174322,304.4521207852296,304452120785229600000,558289358034358243598872,164536529638390857724856912,1,0x13b5e59f3f0304dfcc8d6dcda0d496b35b65455a7c189ea59363ba109a99a75b
1734570071,0xA10E51497b4B471dE5cC80beCf8ecB3c22cCd8dD,230199738097972295750000,0.0004184496650917649,125.53489952752948,125534899527529480000,230199738097972295750000,164766729376488830020606912,1,0x13b5e59f3f0304dfcc8d6dcda0d496b35b65455a7c189ea59363ba109a99a75b
1734570075,0x6eE54421e500770F266aa272ACd15cfcb907CEac,453980643982781041373946,0.000825231383851048,247.5694151553144,247569415155314400000,453980643982781041373946,165143417626474058806466048,1,0x6a40b0c04df8f0a7dd195abd3ca167b2ef249f3efdf05f54cfdcd8d099016888
1734570075,0x6eE54421e500770F266aa272ACd15cfcb907CEac,45286621386390896182392,0.00008232056086965527,24.69616826089658,24696168260896580000,45286621386390896182392,165180894141021096290128414,1,0x6a40b0c04df8f0a7dd195abd3ca167b2ef249f3efdf05f54cfdcd8d099016888
1734570075,0x6eE54421e500770F266aa272ACd15cfcb907CEac,268322523289309484465445,0.00048774803540047057,146.32441062014118,146324410620141180000,268322523289309484465445,165403894758049912251579410,1,0x6a40b0c04df8f0a7dd195abd3ca167b2ef249f3efdf05f54cfdcd8d099016888
1734570075,0x6eE54421e500770F266aa272ACd15cfcb907CEac,293553299277566399689219,0.0005336117268604412,160.08351805813237,160083518058132370000,293553299277566399689219,165647864463116971539579701,1,0x6a40b0c04df8f0a7dd195abd3ca167b2ef249f3efdf05f54cfdcd8d099016888
1734570145,0xc2b5f67dA9F6A57469441F76c2f47982c6684c00,3237882972499019550854763,0.0058857193176818715,1765.7157953045614,1765715795304561400000,3237882972499019550854763,167125306867171097106962981,1,0x5bf5d1eaa04a4d4ed8f3216726138913b4c96f37779ba2b31caab1717dcb8cca
1734570147,0x35DCa3c52e4E8766fE9Dae7082e4337e203b9556,5004431659091499830216,0.000009096894588256309,2.7290683764768926,2729068376476892600,5004431659091499830216,167130311298830188606793197,1,0x156f833547aab5743b62f49ce458e814e9294c05cf5aa3caa81da56e5f5f435d
1734570159,0x2692413e283367eBd8e230eD3E306665887F76e4,4733020116896813184432,0.000008603531433841813,2.581059430152544,2581059430152544000,4733020116896813184432,167135044318947085419977629,1,0x735e386e7e83678ccab01f56c7b7d810ed068266d84dc0713edba5d08be266a6
1734570171,0x3b1CeED88f9Ab5c43eB1294A79Faa720b88e97D0,3267708498913389578343230,0.0059399351983879,1781.98055951637,1781980559516370000000,3267708498913389578343230,170402752817860474998320859,1,0x985ab35aff3f0ba699ff1bf8cb54bc8b60d05cbd084e450bc17af535cbd8c95b
1734570171,0x3b1CeED88f9Ab5c43eB1294A79Faa720b88e97D0,26163948063849943593444,0.00004755998158493465,14.267994475480394,14267994475480394000,26163948063849943593444,170428916765924324941914303,1,0x985ab35aff3f0ba699ff1bf8cb54bc8b60d05cbd084e450bc17af535cbd8c95b
1734570435,0xAb05AF87d080270F6d1Ba76DB954E91E86e4A8FD,8644553618073526320192,0.000015713790972304043,4.7141372916912125,4714137291691212500,8644553618073526320192,170227248462110793848139690,1,0x004bf1e18c08241a675bc5991ee537ddfd8bb2b45e732c65c595ac15c45181c7
1734570435,0xAb05AF87d080270F6d1Ba76DB954E91E86e4A8FD,8616210227097526322699,0.000015662269269631972,4.698680780889592,4698680780889592000,8616210227097526322699,170229778297173575356484196,1,0x004bf1e18c08241a675bc5991ee537ddfd8bb2b45e732c65c595ac15c45181c7
1734570927,0xB9351ce53776aBF7255D91178F0eB2a615CFa55F,750550292293031460001241,0.0013643261327729189,409.29783983187565,409297839831875650000,750550292293031460001241,167551198636811746966826860,1,0x7d6ee3e01494e6a6e7b98134c083a86b17d315061cf4229433190ac039e2501a
1734570927,0xB9351ce53776aBF7255D91178F0eB2a615CFa55F,1698477215113110620507484,0.0030874371435105252,926.2311430531576,926231143053157600000,1698477215113110620507484,168343459861100455466261815,1,0x7d6ee3e01494e6a6e7b98134c083a86b17d315061cf4229433190ac039e2501a
1734570927,0xB9351ce53776aBF7255D91178F0eB2a615CFa55F,25891551037429972312344,0.000047064827049055375,14.119448114716613,14119448114716613000,25891551037429972312344,168355822068457416457253426,1,0x7d6ee3e01494e6a6e7b98134c083a86b17d315061cf4229433190ac039e2501a
1734570927,0xB9351ce53776aBF7255D91178F0eB2a615CFa55F,9654685090068924947506,0.00001754997540781904,5.264992622345712,5264992622345712000,9654685090068924947506,168360431804617179514905103,1,0x7d6ee3e01494e6a6e7b98134c083a86b17d315061cf4229433190ac039e2501a
1734570927,0xB9351ce53776aBF7255D91178F0eB2a615CFa55F,6743848509522506355313,0.000012258750481454818,3.6776251444364454,3677625144436445400,6743848509522506355313,168363651729662926207966076,1,0x7d6ee3e01494e6a6e7b98134c083a86b17d315061cf4229433190ac039e2501a
1734570927,0xB9351ce53776aBF7255D91178F0eB2a615CFa55F,81695242689811830032787,0.00014850297930657524,44.55089379197257,44550893791972570000,81695242689811830032787,168403329951777181333848658,1,0x7d6ee3e01494e6a6e7b98134c083a86b17d315061cf4229433190ac039e2501a
1734570961,0x09b86c731675aa4b6180B57D92520140cA78b1FA,384163746992403516987613,0.0006983204785443879,209.49614356331637,209496143563316370000,384163746992403516987613,168582524605685849848055823,1,0x97c73f1086c779a470e6eb74dae35977cee187871a3f2c6f1a7f28ef57dbaec8
