timestamp,voter,votingPowerCastForGauge,percentageOfTotalVotingPower,ionDistribution,ionDistributionParsed,votesCast,totalVotingPowerInGauge,numVotes,tx
1733360415,0x1d69F1EdB9D6B79153dA6AdbDDE5Dc20e7fA7Cfb,178138808892799219060623,0.00042378108198264314,127.13432459479294,127134324594792940000,178138808892799219060623,108636048224168978114128964,1,0x84e1b6639c3bc2fd2409767435e6a769b0212fc627ec1daee3c915e262d250fe
1733360415,0x1d69F1EdB9D6B79153dA6AdbDDE5Dc20e7fA7Cfb,135453055063992989683568,0.0003222343440469351,96.67030321408053,96670303214080530000,135453055063992989683568,108661732319243108116062936,1,0x84e1b6639c3bc2fd2409767435e6a769b0212fc627ec1daee3c915e262d250fe
1733360475,0x82539d5691ad36275A6D753cc177697710047681,393277493064960356984460,0.0009355825525407297,280.6747657622189,280674765762218900000,393277493064960356984460,108424485798233410883810303,1,0x477b1f9cfadf0e43c3d5f6c8cf19f72f9bedfdfbeaa4da3b531eb68f13a1761c
1733360475,0x82539d5691ad36275A6D753cc177697710047681,162972684760832927750586,0.00038770182146622486,116.31054643986745,116310546439867450000,162972684760832927750586,108454735793146303460061374,1,0x477b1f9cfadf0e43c3d5f6c8cf19f72f9bedfdfbeaa4da3b531eb68f13a1761c
1733360475,0x82539d5691ad36275A6D753cc177697710047681,13928695631054706364189,0.00003313549552634221,9.940648657902663,9940648657902663000,13928695631054706364189,108457395981236565104892856,1,0x477b1f9cfadf0e43c3d5f6c8cf19f72f9bedfdfbeaa4da3b531eb68f13a1761c
1733360475,0x82539d5691ad36275A6D753cc177697710047681,6371447365372702221763,0.000015157274684136775,4.547182405241033,4547182405241033000,6371447365372702221763,108458555463632269809166931,1,0x477b1f9cfadf0e43c3d5f6c8cf19f72f9bedfdfbeaa4da3b531eb68f13a1761c
1733360477,0x6eE54421e500770F266aa272ACd15cfcb907CEac,328796436828300536834616,0.0007821861536920117,234.6558461076035,234655846107603500000,328796436828300536834616,108689665952828734611963612,1,0x7ff5d1e592cd2a7ef69fa4119778ed8590bd4d72a77ee69501292910c4d36da8
1733360477,0x6eE54421e500770F266aa272ACd15cfcb907CEac,32798930846933645493975,0.00007802660458200292,23.407981374600876,23407981374600876000,32798930846933645493975,108718423943548628337886072,1,0x7ff5d1e592cd2a7ef69fa4119778ed8590bd4d72a77ee69501292910c4d36da8
1733360477,0x6eE54421e500770F266aa272ACd15cfcb907CEac,186701795746134862498823,0.0004441518920058172,133.24556760174517,133245567601745170000,186701795746134862498823,108882495635862916908913754,1,0x7ff5d1e592cd2a7ef69fa4119778ed8590bd4d72a77ee69501292910c4d36da8
1733360477,0x6eE54421e500770F266aa272ACd15cfcb907CEac,204257650272729901051508,0.00048591617162939714,145.77485148881914,145774851488819140000,204257650272729901051508,109061995239572972236541463,1,0x7ff5d1e592cd2a7ef69fa4119778ed8590bd4d72a77ee69501292910c4d36da8
1733360523,0x10E3F33cdC227948E5D4203f174f81c4995cE551,143860417001890573363067,0.00034223493213218504,102.67047963965551,102670479639655510000,143860417001890573363067,108187210997880981271481808,1,0x308e142a9944ccc74ef00cb8e3279edd6f3434de0139ff236bf612a7603406ad
1733360523,0x10E3F33cdC227948E5D4203f174f81c4995cE551,42762116746715544702434,0.00010172840054014608,30.518520162043824,30518520162043824000,42762116746715544702434,108229973114627696816184242,1,0x308e142a9944ccc74ef00cb8e3279edd6f3434de0139ff236bf612a7603406ad
1733360541,0x59E9Bd372aFa1EAeca65b7DA07B9f8249aF69bad,2720592932466300475005,0.000006472120385899274,1.9416361157697821,1941636115769782100,2720592932466300475005,108230020355069864090254117,1,0xf4647cb680e346a6f10b04ac41c9f01ea3ff704b96cf44bd3ade24e19d114f14
1733360541,0x59E9Bd372aFa1EAeca65b7DA07B9f8249aF69bad,6756767034341038642986,0.000016073926070993534,4.822177821298061,4822177821298061000,6756767034341038642986,108230246337330287284641484,1,0xf4647cb680e346a6f10b04ac41c9f01ea3ff704b96cf44bd3ade24e19d114f14
1733360649,0x71535AAe1B6C0c51Db317B54d5eEe72d1ab843c1,16024474852607198616646,0.0000381212231823564,11.436366954706921,11436366954706921000,16024474852607198616646,107613040673131453097969902,1,0xad145f808b4413597042dbaaf1974d8dbb81ba3475b194e2884c95546e6b41cf
1733360649,0x71535AAe1B6C0c51Db317B54d5eEe72d1ab843c1,11537614210377374194027,0.000027447262412731244,8.234178723819372,8234178723819372000,11537614210377374194027,107618671632830012702676902,1,0xad145f808b4413597042dbaaf1974d8dbb81ba3475b194e2884c95546e6b41cf
1733360783,0x2fF22dfB123f6aC4D7983346ae38B8A2Bf6313B0,165584322297114253768862,0.0003939147437808554,118.17442313425663,118174423134256630000,165584322297114253768862,107019865889186932375873498,1,0x64eff1912e43bc2c947aa08fa39265a2b5371d6d22f3a2d49f4aa9109056f91b
1733360783,0x2fF22dfB123f6aC4D7983346ae38B8A2Bf6313B0,3501636041526210648402,0.0000083301730802545,2.49905192407635,2499051924076350000,3501636041526210648402,107021032200808989035917575,1,0x64eff1912e43bc2c947aa08fa39265a2b5371d6d22f3a2d49f4aa9109056f91b
1733361149,0x167A873dcA0E1c69d058aA76659A699DF7b5EEed,2473717554223917999246,0.000005884819305597394,1.7654457916792181,1765445791679218100,2473717554223917999246,105921002714503936608971830,1,0x3e5bc010eb69683daf804565c53b71ec16dc7838a985c1be9bac37d1e666f046
1733361279,0xEBB95eD19c0Bfc1e86bDF9789EB05bFA651cDb6f,12545556030131300217057,0.00002984509294503217,8.95352788350965,8953527883509650000,12545556030131300217057,105828546759187856521246807,1,0x6a3b0f2b9f34efa9984b934570ac862007b027ebbb4c87e3b56d7c2afad6985d
1733361459,0x1a0F2e244D64eC47ba4af851Ea271eAc2FcF637a,125534866716246871963378,0.00029863959445003587,89.59187833501076,89591878335010760000,125534866716246871963378,105954081625904103393210185,1,0x1d6ea949fc4447e65e0fab742b1aca83e38e7c0ec1e23379a87eacc6454afdf7
1733362071,0x5674c35Fc08993e2CC03178D78f6EB2d5C146645,1935259874218287000741,0.000004603862170805,1.3811586512415,1381158651241500000,1935259874218287000741,105938361244223515443371484,1,0x128f1e6e812794134843462c517db5f13282f4a2f19867582c033fe0f8440d52
1733362223,0xA6e562E5d24FeCa0fB1C690D9834e52dE0cB51B1,5052182633368226196483,0.000012018826419969686,3.605647925990906,3605647925990906000,5052182633368226196483,105940184299723837618805507,1,0xf3cea8815ec90a7892e34ffea773b850912eb1a6736a08df4e69f4fd1d66c4fd
1733362223,0xA6e562E5d24FeCa0fB1C690D9834e52dE0cB51B1,5693982393656313284764,0.000013545627898668025,4.063688369600407,4063688369600407000,5693982393656313284764,105942238945542247444663770,1,0xf3cea8815ec90a7892e34ffea773b850912eb1a6736a08df4e69f4fd1d66c4fd
