voter,ionDistribution,ionDistributionParsed
0xa59f0DEe4BcF71e2D7a395C83Fc7Ba0B92C3813a,6.5248694984978926,6524869498497892600
0x6083859b40cEA1a98682a50296c6b647B21a9E2b,6.74673936245904,6746739362459040000
0x865cEfC296cB7F49256814606E2E7d09d9a912AF,6.806433729008889,6806433729008889000
0xb2D5E3d85827dBe495497CAe5F70E0FABb5D1352,7.058968413968731,7058968413968731000
0x8c386cb61c09806c7a2abc1ca501cf43068145bC,7.564988194495955,7564988194495955000
0xcb61b2C001B63EEC94de6c9107e9C67Ec9BF58Dc,7.854535893178208,7854535893178208000
0x379aD3354f79921E39b7d0EeB4f40eeA06425B98,7.875886623263321,7875886623263321000
0x398e950cA302B7368Ead8709973890BC4811aee7,7.9192281996300515,7919228199630051500
0x35DCa3c52e4E8766fE9Dae7082e4337e203b9556,8.286981983152128,8286981983152128000
0x349B45FB24c7C528EB7889f337BccE4b8504B9F0,8.640777738168381,8640777738168381000
0xf82439dD468EfcE1b3D6bcF316191dd7670bcA7c,8.659764602031983,8659764602031983000
0xcFBa6D63EC822425775d3C509E60ff689C1Ae1e7,9.110704903290324,9110704903290324000
0x96Da385E15E656b88a42905c7600B316BaccA3CE,9.274342349173693,9274342349173693000
0x7f110211543E72129B6B038b2A4efFCA53811017,9.489991957291572,9489991957291572000
0x22Bfa88b5275b0a29286aC57A0dAB66258D1A1bA,9.59936887964646,9599368879646460000
0xB88298E585c87e6d8820D7Ee270B4719844db93e,9.81587094712638,9815870947126380000
0xcCB2A598DF614A87FceDa1d2993E9D7E4E20FF95,9.952501099694175,9952501099694175000
0x404B5F4F9d183EfF4e88B976Bc0B66a5cEd133E8,10.257169375825784,10257169375825784000
0xA4f5F6501C3D7EE7bFDFAE25F2c1A22B764dcD4b,10.605639826523532,10605639826523532000
0x44F8D07812f917793b67771Bc1FC54699D26d838,11.747116469316902,11747116469316902000
0x95ff003cE11608daB851bF3d021c7C304689E7f2,12.460827814637723,12460827814637723000
0xf341c76D256D4fA386A685090Ec86F534B769678,13.470835744641949,13470835744641949000
0xF64Ce82aEF4c488DeB8d0646debA2e91D871DC68,13.556717621503708,13556717621503708000
0xA1Bda5E800beC162edf56A5F3783aFD5b2bD74E8,14.688391372126441,14688391372126441000
0xaD5fb9b972712a95DF5a221d8317c0baaDc144f7,14.955568625726563,14955568625726563000
0x18FeFe05F50C8875aAdc26883C31b817a9452E1E,20.085733234717026,20085733234717026000
0x106153B853DeDDF4A1C69d4595B31CB64D1f77Cf,22.35270886663894,22352708866638940000
0x15F0dbf8a1F47D2aC606C3eF4835985e2e87C5d9,23.019226682940268,23019226682940268000
0x45b99B5e531BdCD6B055803B4cf716D33027f7D1,25.049539876883408,25049539876883408000
0xfe6D99c2d17810c0829018B74d7dBe42994e778A,25.515424712296756,25515424712296756000
0x0168459886Bd2Aa322c18ED0b209887095aFcACb,26.56876384691608,26568763846916080000
0x77777020820B2D68144A1C37447E5BF6B1902deE,37.12136267071479,37121362670714790000
0x981720Fb00bf4bC7754B02e998dF1B3D9FE4fF92,41.28464266951198,41284642669511980000
0xe79A3CD39dc76cd97Ace0A665EDF9EC3f19aF42c,42.884716054319,42884716054319000000
0x5d33bFdAfc7640cBa9Ef2767F051ABfB064F3573,52.59721659134445,52597216591344450000
0x4B7dAd7Cb62Ab8F95828CdDcD2BB4ae2B47EAc61,61.12714183844246,61127141838442460000
0x7B59793aD075e4ce1e35181054759C080B8D965D,78.72485043159868,78724850431598680000
0x02b5e9bA8b25Ad0a02048A09D1D7978F3531541e,79.75304045372286,79753040453722860000
0x72cc486BAaFB0804C1a1f4260432688C10D7aD99,104.64647367458022,104646473674580220000
0x535FB801499Dc183Ac60760Cc31139CcafB92128,115.50623783238603,115506237832386030000
0xaf1C56ABb73ce0C13cCeE81b59479A5D0177eaB9,122.08583322711232,122085833227112320000
0xcC924d498Ae08c844546cFCE81556e7C1fF6b525,133.2554337946118,133255433794611800000
0xa2A2e3a702798227115159AfEc9DAaB2Be5Ce12A,173.57355065116502,173573550651165020000
0xC05aC07b7FEDB964c993220B6675645c88EAcF5F,244.19747986399148,244197479863991480000
0xAdffC760EDF4f6146dce89022B5AE7EbB7edD2B9,262.8828359506826,262882835950682600000
0xa13a8b8039B6e8E26b1763B0E7e9eC992a73b996,280.3611803850427,280361180385042700000
0x1beB3ECD6171402b087bC04414AFabFab5ed7e06,291.43522223452004,291435222234520040000
0xF68D2BfCecd7895BBa05a7451Dd09A1749026454,641.2314378128823,641231437812882300000
0x3b1CeED88f9Ab5c43eB1294A79Faa720b88e97D0,754.722046378539,754722046378539000000
0x773086748CeFaD900AC85FF55b1A14b0B3951585,2086.63654941028,2086636549410280000000
