voter,ionDistribution,ionDistributionParsed
0x65f057BAaE12390962dF18b3dBD37e797802e6ee,7.649319205804446,7649319205804446000
0xa59f0DEe4BcF71e2D7a395C83Fc7Ba0B92C3813a,7.837708508968304,7837708508968304000
0xCaA74dEBEae8b73de8a894E16CEEF7625c69C7fF,7.968202176028992,7968202176028992000
0x398e950cA302B7368Ead8709973890BC4811aee7,8.22067150372387,8220671503723870000
0xcb61b2C001B63EEC94de6c9107e9C67Ec9BF58Dc,8.997243650895483,8997243650895483000
0x6564a0e66E63c7429d47945bF5310fb0d758337d,9.108168643097928,9108168643097928000
0x2dC58f7Cb47B5bc558B6b0D80a03a921156BA4FC,9.183034095163666,9183034095163666000
0x39A9ebc72FA4DC271B308fCbF1C1B185D5d9586A,9.411267312513388,9411267312513388000
0x175c60916Ccd377C6d9D8a1B58863dFdeca90Cfd,9.612768699817105,9612768699817105000
0x1ACB580874B0b00602A497b229b6f0BD7777C4F6,9.70906954484169,9709069544841690000
0xcFBa6D63EC822425775d3C509E60ff689C1Ae1e7,10.335989667793903,10335989667793903000
0x6a82dde9b8f6ea44D6E76547CE019b2B5d95E96F,11.32554775099368,11325547750993680000
0x0168459886Bd2Aa322c18ED0b209887095aFcACb,13.178290067317583,13178290067317583000
0xD0367DB73592BF40C756ba694eDc931E21fcaE9E,13.273780252778435,13273780252778435000
0xabE21a7537cfF588e6209492aFCa65d635A3b313,13.327855675054366,13327855675054366000
0xbdEFa39baAfd443C46f5C3AFDCD238053825095C,13.54418151106163,13544181511061630000
0xE2C567CD62Bc1fA94D75f0Bd7611B231aD02fA73,15.474258243626176,15474258243626176000
0xaD5fb9b972712a95DF5a221d8317c0baaDc144f7,16.014655653459943,16014655653459943000
0x6f4572a4d571124e28394B5AFA11E817eFbfE4E8,16.522925735040282,16522925735040282000
0x106153B853DeDDF4A1C69d4595B31CB64D1f77Cf,17.720973741631575,17720973741631575000
0x4dDEBa3cb70e38DeE2F22071dA5F71770D1eCeF2,19.189681981924867,19189681981924867000
0xC935B59c7f810cEC91e46B45F03A4ac4Cc0e915e,21.54052422434135,21540524224341350000
0x81e14E07493BD2A3ad29bB7dAB1f26de9C98151b,23.12668234490936,23126682344909360000
0x0b245936E6c3cd1F7B3Bb2d7A5c591f7130d31D9,30.10647707892123,30106477078921230000
0x5d33bFdAfc7640cBa9Ef2767F051ABfB064F3573,37.300112267702396,37300112267702396000
0x9480a85838077811E2001D0A03dc439eF2cbd224,38.06461809529141,38064618095291410000
0x865cEfC296cB7F49256814606E2E7d09d9a912AF,38.07648554027028,38076485540270280000
0xA1Bda5E800beC162edf56A5F3783aFD5b2bD74E8,45.863131630703926,45863131630703926000
0x4C38705A7B26f1D90dEbca268D99c79520d793cD,53.10845250552701,53108452505527010000
0x695da462e7d55835c6E84a74f999D83E9b2EEac5,56.18808692018729,56188086920187290000
0xcC924d498Ae08c844546cFCE81556e7C1fF6b525,58.76108097050394,58761080970503940000
0x35DCa3c52e4E8766fE9Dae7082e4337e203b9556,60.22147909480923,60221479094809230000
0x1beB3ECD6171402b087bC04414AFabFab5ed7e06,61.48517256629937,61485172566299370000
0x85204a5E932b69455822033F33E378DFF4Bb8960,66.15055398857514,66150553988575140000
0x7FbD935c9972b6A4c0b6F7c6f650996677bF6e0A,69.36555284928842,69365552849288420000
0x7B59793aD075e4ce1e35181054759C080B8D965D,118.0626648958015,118062664895801500000
0xd3A757f56E62c92265aed138E1797C4b1c226735,122.012011574115,122012011574115000000
0xa2A2e3a702798227115159AfEc9DAaB2Be5Ce12A,173.84433514108284,173844335141082840000
0xAdffC760EDF4f6146dce89022B5AE7EbB7edD2B9,281.1254472877328,281125447287732800000
0xF68D2BfCecd7895BBa05a7451Dd09A1749026454,687.7507552150219,687750755215021900000
0x3b1CeED88f9Ab5c43eB1294A79Faa720b88e97D0,1858.7609778144013,1858760977814401300000
0xA10E51497b4B471dE5cC80beCf8ecB3c22cCd8dD,2460.134521721932,2460134521721932000000
0xc2b5f67dA9F6A57469441F76c2f47982c6684c00,10731.92594704387,10731925947043870000000
