voter,ionDistribution,ionDistributionParsed
0x9dceCD5f090b639B7D330474F8656329bB6c3eCc,0.20379364689264967,203793646892649670
0xEa124B21969ED91eD513F170027d36D0262f95e3,0.23911372307126288,239113723071262880
0x1A2923D39F11f4b0A47BcdEC29B30eC273dA0932,0.2391774779666847,239177477966684700
0x597329dEa3bc52d19092b8B093CC8d2f4d790D13,0.2501674462922743,250167446292274300
0xf7c66ccc5373d2315ad476922ed6B3071EfD4ad5,0.252227936383512,252227936383512000
0x7971D990927CEE5874a5b1546820B1C00dDfade1,0.30517026654570895,305170266545708950
0xF06be41Ca39ea5328afBB1b73A9a9A0Fd0EE0CE9,0.34436457401036175,344364574010361750
0xcB2082D149b44878636D5BF159C9904c10393776,0.4442995079231493,444299507923149300
0xB7327F44F98A2Bbb7Cbc879a1aE9469caCd9dE1c,0.4667721371255598,466772137125559800
0x274829C52bba894d62A4931b46B76cFE0606Ac26,0.4821964186493679,482196418649367900
0x97b102e00d88F02DEBfD6b1e4B901Dd6931bB982,0.49832753467360313,498327534673603130
0x769f3C605E9Aa6F3861c3e83570BF0Bf17114e11,0.531848366013206,531848366013206000
0x4867DCA57c00641332CdB96A4746b3EB29360618,0.5538524529455401,553852452945540100
0x9b5a493A922FBDfeBef5Ea026279d6c1C24f29E2,0.6969327414074091,696932741407409100
0x78c38e26aa22F014644cA6fD5aBf479e0e630159,0.7141651051630643,714165105163064300
0xd5169217ec76D2E691Ab69714fCA423967075a4B,0.7694625377052479,769462537705247900
0xdAc3F0e0283a112FbE6Deb5FB666b174767ba7ca,0.8689467969804237,868946796980423700
0xcA9AD076F2c25571c719dF64b2ec1d4087e15f57,0.895289881565137,895289881565137000
0x0231c394C40C6DdBDDe3499228168cAAd1D80aF7,0.946918434067412,946918434067412000
0x391D215362D59d193e5eE16403720f01bBd8b2De,1.04662356950693,1046623569506930000
0x18eF14E38FE6090666c072fdC43cbEE338037095,1.130075537645672,1130075537645672000
0x8F5Ac5101DF394eB744aE23f05149A79a4ba07C1,1.1396335623426943,1139633562342694300
0xBC2E26deD32A96911B65EE2283a1E30F077BbC59,1.3398120827023952,1339812082702395200
0xc03Edbf9B3FC06Fc48dC482BdABd4282f70fD2Cf,1.4222249440874117,1422224944087411700
0xb80D90e260bA3Bcba4B09a8ffb27367E4561e143,1.4674626174075034,1467462617407503400
0x65288b21A763A92F9E1a85A4dD785FFa46aa0A2A,1.5405709007230663,1540570900723066300
0xC76Cd240Dee8CC138A93D01f5cbaAEcb450E74A9,1.5668732707446653,1566873270744665300
0xE0E216283eef00895b6ABAa73848448596B85724,1.7223369989745507,1722336998974550700
0x06821b63c8Ce67D8F3356Aa277e8AC1fD11e76e1,1.7278065255157082,1727806525515708200
0x5F33bB9707eb984C1044Eb84b04C4a024e8D7677,1.7531150702035287,1753115070203528700
0xEa5bf2AD6af8168DE10546B3e4D5679bb22305C8,1.7603395851992703,1760339585199270300
0xfd22dDE4BD14e5f23c66fFbabc6Cfa4490BE0267,1.770760245250732,1770760245250732000
0xc81F7b9bBd22a92a1E8C6512Ff18E7606c0D097d,1.7882851765611372,1788285176561137200
0x9bD11E9313f61b2AeD601eb9d8271c3230752e7E,1.9056755072443377,1905675507244337700
0x980F49A9b134fB3Da54cc8d698f2A16f9C511596,1.9492438976253315,1949243897625331500
0xAa6C7B556449e1d5A75b6322a256180eDD1c8Edc,1.9871352002759648,1987135200275964800
0xeDBD6E1F8E221BF5755EBD3f9A5E6B8368850666,2.064800270521737,2064800270521737000
0x48c7e0db3DAd3FE4Eb0513b86fe5C38ebB4E0F91,2.224315953163083,2224315953163083000
0x9c8A57a6D9d42EFcBD560D5771a07a4227572d74,2.2746432987191616,2274643298719161600
0x3F70b0847ee0702A8EE40859568200DCaA2D55ad,2.3642450754838875,2364245075483887500
0x8fA49a006b1B614bFe198407bbcF002B8990dF51,2.5855444865838,2585544486583800000
0x0cDF82e260c3a1d3304e0e65eF954f1541f1aA58,2.9351502707498476,2935150270749847600
0x27758af2Cf0Cfbe9D3E220A624Ae8f6D925C1D59,3.039489360074453,3039489360074453000
0x22ecF64F6Bf411Ef54354524c5E82E4Ea997d476,3.0948082511467163,3094808251146716300
0x147DCaE893B73d19d4d0e4054208D3a35dF03f6b,3.1304196023609023,3130419602360902300
0xe723161F30e7Fc8Fe643306Bb62B105D1AdCcE78,3.1524600471231814,3152460047123181400
0x7730DD55EBbeBAB7F5E782Dfce4f9e48Db351C98,3.2378393982999203,3237839398299920300
0x65Dae672f7F85a59464c40407D45468cf5De83CF,3.2642095466970673,3264209546697067300
0xDfA92e887ffc9D4916ED52b40A4B13B4916c0c8C,3.6364831542400133,3636483154240013300
0xfac379E75b073d943aB27216AB67c4977C8dCc88,3.8142438319380476,3814243831938047600
0x0eDF2aB6295C02D405667196c4403E9B9b2aaFC4,3.834669818137561,3834669818137561000
0xaB23aA61743AE64c1CCa935aB4dec33839Ae74AB,4.128421316190605,4128421316190605000
0xc22f1a68d9f91800cc32234fe62f3edBD26e0E2A,4.621040677722068,4621040677722068000
0x78DbaA564196E52d16caf9a4745A461748C6a99D,4.772626104907944,4772626104907944000
0x9C362d99aFA3723CeD2BC6f9597Da1264e03a48b,4.787247860575682,4787247860575682000
0x5b65755A36e25C14Bf5D02bC39c72435B96e7AB4,4.810042507184315,4810042507184315000
0x349B45FB24c7C528EB7889f337BccE4b8504B9F0,5.094481679063546,5094481679063546000
0x04a9Ae552e5c43cC6aF695797C702795871d4C8D,5.247338131873988,5247338131873988000
0x20F8170f595Bd82dD166553FC8E7267e273dA1E5,5.372022540352827,5372022540352827000
0x294315d083f5e2899c2a6228f371456FA5f1f79A,5.455547431793858,5455547431793858000
0xB88298E585c87e6d8820D7Ee270B4719844db93e,5.606107100352947,5606107100352947000
0xA4f5F6501C3D7EE7bFDFAE25F2c1A22B764dcD4b,5.8737666832135496,5873766683213549600
0x0E411A9Fab733c4B2db0ad4B4DaAc0dC7c1F9a0d,5.913556866459716,5913556866459716000
0xD08c3C698C25B3cC25B6d9BB7a9224070679B04b,6.034354607155087,6034354607155087000
0x5FfD23B1B0350debB17A2cB668929aC5f76d0E18,6.223613763898266,6223613763898266000
0x657AA7705c68b4c129f3b90C6aa45d7a4171f87c,6.3989754216397685,6398975421639768500
0x7d2C48765c8552A8f15e3c07E59F97c0A6e84d36,6.876809697571436,6876809697571436000
0xf82439dD468EfcE1b3D6bcF316191dd7670bcA7c,6.904497549664846,6904497549664846000
