voter,ionDistribution,ionDistributionParsed
0x13A318ee19474927c1453121a6657729A52F032b,0.20161355111007034,201613551110070340
0x5059123deC3a4B38CbCa209b994080eFAd5D3a52,0.202179654141667,202179654141667000
0x274829C52bba894d62A4931b46B76cFE0606Ac26,0.21943964706444277,219439647064442770
0x7DC130E21cf30C5e3ADfC46664f55ff2c49502dd,0.21966034451515976,219660344515159760
0xF92A0B81144f28A6174b1BBeE09aEe2FA0f40fA5,0.23197134657034868,231971346570348680
0xcCB2A598DF614A87FceDa1d2993E9D7E4E20FF95,0.23802489863491316,238024898634913160
0x9C362d99aFA3723CeD2BC6f9597Da1264e03a48b,0.25422265683073036,254222656830730360
0x49cB7DD2996feA24A264880e449FfBb99903A223,0.2549241104516719,254924110451671900
0xd105dEd0A518bac298550146FD3eDaF299337976,0.25984214152100144,259842141521001440
0x29F75Cf7DB0E8A711eE1345FC4606d376812B0B7,0.2794482275033977,279448227503397700
0x55176705a1C8eC845E888b5828d8b73842F2851D,0.2849128734919661,284912873491966100
0xb80D90e260bA3Bcba4B09a8ffb27367E4561e143,0.29735859298240697,297358592982406970
0x030462053869121e2C4E65bA9Dd31490E94CB8DF,0.2977415119261812,297741511926181200
0x1c620f06E17B48Bc141173633A5cC48fE1d5682e,0.30217185790665485,302171857906654850
0xe334F35Fe2E46F2046e272c0727F5dfF0A0a43c1,0.3406960613302195,340696061330219500
0x343C2babD6397cF327c23C5988a10E3Bd5783718,0.3855709907247262,385570990724726200
0x62ee67Dd4B1e95F0b123842B26B502DA1da10C37,0.4052003103611087,405200310361108700
0x7971D990927CEE5874a5b1546820B1C00dDfade1,0.4095257201133353,409525720113335300
0x8988796514524FE52E0c53AD4C5fd2D8BBF1e15c,0.44803380582863384,448033805828633840
0x31F135320c54E4d4e7624CaE9c3069eb57753B8d,0.46134569005839987,461345690058399870
0x4B710d3Ed4B1822658cb4498B485277bBf537d23,0.4686240969744242,468624096974424200
0x4867DCA57c00641332CdB96A4746b3EB29360618,0.4775829549584721,477582954958472100
0xB597b4160A8BDf7Af039c8542c4b0ec8B9160C76,0.4924552550784858,492455255078485800
0xd40b829bA49a54505aEB6440dC3D91d4D59DdEc7,0.5030918645065968,503091864506596800
0xc27e4312dc9C1624c899a17843C0C10e43b66858,0.5163992534561858,516399253456185800
0x84f37A03c5E1fCF7bB2be0C279CD2d4E9D4F4087,0.5271468848296418,527146884829641800
0x980F49A9b134fB3Da54cc8d698f2A16f9C511596,0.528241438053938,528241438053938000
0xd5169217ec76D2E691Ab69714fCA423967075a4B,0.5642620360596957,564262036059695700
0x9C64A97682CD273BfFF81c4fC54BA16d8E3ce845,0.5748465652167781,574846565216778100
0x1F87868B208842eC7441838180BdD32f4D581cBc,0.6154248577428171,615424857742817100
0xf340182120B3Ae50223966Cb3a7c8eD809281678,0.6247839799659675,624783979965967500
0x3C40dA032FeD956eF396D0E1644da7D1640446b1,0.6501303614639758,650130361463975800
0x0fb27f4a1466e4BA6C0b2C3171FCD4DDb89e478d,0.6712557116951011,671255711695101100
0x8B9f25051222BA237f8fd1Ec17Ff20697b298412,0.6927714517956841,692771451795684100
0x78c38e26aa22F014644cA6fD5aBf479e0e630159,0.8212572185223304,821257218522330400
0x10De93c31Cd770d73B31ddB90c2dd6B0bDc22D35,0.8369436501314175,836943650131417500
0x0a6bC3389f4eCA70A1c97e357c689279f12c9460,0.8441590856217577,844159085621757700
0x0d609736cBE775380B54F5999cD8D065B41c7A83,0.9190717861855472,919071786185547200
0x3F8aF7d77470286ec7ae8f7603B0eDb56963bAD7,0.922018485199876,922018485199876000
0x59c530055DAAf3Bc8216570897D0957481319ae4,0.9261485976827966,926148597682796600
0x7a9a1a4bbe0Da993dd7aE984d8C6180a673cBecB,0.9598324404695875,959832440469587500
0x27758af2Cf0Cfbe9D3E220A624Ae8f6D925C1D59,0.9670450409458475,967045040945847500
0xF778a89195C1167F7a2B807502Bf42a5C5472377,0.9782568598118431,978256859811843100
0xA60008b15159D12cdCFadB55A6E27Fe41B5C6391,1.0262209326524638,1026220932652463800
0x2D8c20Ecc1C769d0EFB2576097fC20FC26d62398,1.0329501079696815,1032950107969681500
0xeF5eda43d5Acf021c22A487aA442C5FF93a13cB0,1.0507949264314314,1050794926431431400
0xC76Cd240Dee8CC138A93D01f5cbaAEcb450E74A9,1.0953450217990992,1095345021799099200
0x50cc1706B0843F6506a9c9d8FB649DF0C2C2178F,1.1011754373397236,1101175437339723600
0xfac379E75b073d943aB27216AB67c4977C8dCc88,1.1117925911203923,1111792591120392300
0xF3E3a796E482cC8b4668dAf38692D9c6De749DB3,1.1329233880664455,1132923388066445500
0x193f7e4cDE8A4d14Dd41914Ee35A1FB6F5b777ec,1.1418715012726144,1141871501272614400
0x9cC50F63FA3e29163E8A66fE9bf46D75d151c159,1.2194455640710804,1219445564071080400
0x409A34b7ec5d2a1bA2706C7e1380B49fD1702Bb0,1.3760703935547423,1376070393554742300
0xb2D5E3d85827dBe495497CAe5F70E0FABb5D1352,1.3886905886000163,1388690588600016300
0x6564a0e66E63c7429d47945bF5310fb0d758337d,1.4352171018657778,1435217101865777800
0x4753A05c87Cf9e51C7f9F9917C9181Bb7EBD0e5B,1.5687952350815502,1568795235081550200
0xEcEa1928c679B864A0585F8784714443f0aF4026,1.5723419867859514,1572341986785951400
